Village,Year,Latitude,Longtitude,pH,EC,NO3,As,F
Moolanur,2037,10.7917,77.7083,7.367376548564655,2264.3519157067326,-4.710135470033094,0.0010139100961933736,0.9773968815244762
Moolanur,2038,10.7917,77.7083,7.372200211412344,2273.9622906956315,-5.739069872387148,0.0010163967537034965,0.9804926128803343
Moolanur,2039,10.7917,77.7083,7.374809772350046,2281.916162544147,-6.459917820924318,0.001023391649955045,0.9877148162297706
Moolanur,2040,10.7917,77.7083,7.374005718443487,2285.378081097648,-6.6531590276972,0.0010312460380798474,0.9964300184003941
Moolanur,2041,10.7917,77.7083,7.369834763702786,2280.9145489862403,-6.080077112923902,0.0010380118982721016,1.001772828332707
Moolanur,2042,10.7917,77.7083,7.364792385688361,2275.24429566251,-5.334749439591519,0.0010423075187184045,1.0033407974163473
Moolanur,2043,10.7917,77.7083,7.360899280666328,2270.004949809515,-4.724062994394927,0.0010425498473975235,0.9994360969066205
Moolanur,2044,10.7917,77.7083,7.359975329333175,2269.6404779767195,-4.638053932907468,0.001040048446814936,0.9925620943578308
Moolanur,2045,10.7917,77.7083,7.362673467748369,2275.5546429199458,-5.156495987415724,0.0010361910337173172,0.9852045948477436
Moolanur,2046,10.7917,77.7083,7.368153701068788,2286.2348226567756,-6.150575496507685,0.0010332052544777127,0.9800781662415673
Moolanur,2047,10.7917,77.7083,7.374361258313585,2297.860113557306,-7.27597314002989,0.0010327727897347183,0.9788522075640433
Moolanur,2048,10.7917,77.7083,7.379145283037167,2306.9784194187096,-8.155588370823864,0.0010357091018189221,0.9819163739383733
Moolanur,2049,10.7917,77.7083,7.380871835113279,2310.921925106598,-8.504015883451615,0.0010413872037360562,0.9879459286857843
Moolanur,2050,10.7917,77.7083,7.379099707964834,2309.078684518268,-8.24362539224066,0.0010481720891744885,0.9944961761039834
Palladam,2025,10.9958,77.2778,7.405471395457819,1258.8421923887431,128.64272392597294,0.00031263804789463255,0.6071766147356201
Palladam,2026,10.9958,77.2778,7.416035001989741,1281.0782243488281,121.68040151418217,0.00031159543262145517,0.599840468484268
Palladam,2027,10.9958,77.2778,7.424287920771569,1276.8753502386726,123.04505520829018,0.00027147570317320247,0.6178728841644263
Palladam,2028,10.9958,77.2778,7.449131316916597,1303.07582586478,121.5947970689982,0.0002645460681729655,0.6195594444735834
Palladam,2029,10.9958,77.2778,7.450942241075636,1301.406331748393,123.55947440369441,0.00025821200281381023,0.6143653382879735
Palladam,2030,10.9958,77.2778,7.447658302128769,1305.0512998786721,123.60238836056158,0.00025867370548558635,0.6176484808617411
Palladam,2031,10.9958,77.2778,7.4425291730036,1285.1609750351147,123.62214218084694,0.00025988846583880796,0.6182115642175281
Palladam,2032,10.9958,77.2778,7.434070107232223,1264.0189622511134,125.59161414744696,0.0002561327926828541,0.6120954560290766
Palladam,2033,10.9958,77.2778,7.431458318318432,1257.015478171615,127.41077333012424,0.000263703238775442,0.6040144329977888
Palladam,2034,10.9958,77.2778,7.431066089881825,1259.9802422197718,127.43957083212827,0.00026228602969322013,0.5972185679670117
Palladam,2035,10.9958,77.2778,7.4340684304160645,1266.5604129099588,126.78265730251314,0.0002585759250063617,0.5903287956100045
Palladam,2036,10.9958,77.2778,7.439683454679027,1276.5134896410736,125.84620151672137,0.00025522118441585447,0.5855760255594122
Palladam,2037,10.9958,77.2778,7.446256222947667,1287.8996543735348,124.80241827391802,0.00025470235394470795,0.5839414957558353
Palladam,2038,10.9958,77.2778,7.451019367310745,1296.063866976372,124.04163168406072,0.00025703355577317275,0.586213527997185
Palladam,2039,10.9958,77.2778,7.4526090155448514,1299.0325422915473,123.76159558352073,0.00026204677985162863,0.5917515612614492
Palladam,2040,10.9958,77.2778,7.45069659069054,1296.1981438222892,124.07588052919361,0.0002681478970905936,0.5978498784500261
Palladam,2041,10.9958,77.2778,7.446238099018275,1289.6353454913883,124.82500837980199,0.0002735990209542269,0.6019776055395984
Palladam,2042,10.9958,77.2778,7.441082841650784,1282.3399993917797,125.67899746769356,0.000276936000727002,0.6023688903700883
Palladam,2043,10.9958,77.2778,7.437301505492924,1277.4379212552437,126.27785834114228,0.00027713053383371215,0.5985759082855919
Palladam,2044,10.9958,77.2778,7.436535751183442,1277.5100996426022,126.35331727529132,0.00027454208147573275,0.591823002861614
Palladam,2045,10.9958,77.2778,7.439309471033086,1283.457442056142,125.82929578373245,0.000270696667498523,0.584544213570489
Palladam,2046,10.9958,77.2778,7.4447441450962195,1293.6927598121347,124.85993695052683,0.00026763980827701646,0.5793171123104852
Palladam,2047,10.9958,77.2778,7.450917841889927,1304.9345540747086,123.77311681869215,0.000267103350783285,0.5779417401281493
Palladam,2048,10.9958,77.2778,7.455658526657392,1313.6434758157175,122.93422732477863,0.00026983521298921866,0.5808032818932283
Palladam,2049,10.9958,77.2778,7.457354006499599,1317.282635944393,122.60999339832003,0.00027531467129834257,0.5866851142999137
Palladam,2050,10.9958,77.2778,7.455555374039161,1315.2460155079748,122.87478632535306,0.0002819856505320231,0.593188954363467
Pongalur,2025,11.0833,77.4458,7.416770936133145,2668.540654067326,262.79317694247715,5.375406954249008e-05,0.8422313871711912
Pongalur,2026,11.0833,77.4458,7.4359818748426845,2746.0201717547648,261.23957365376344,5.7748757942429024e-05,0.8614621728741927
Pongalur,2027,11.0833,77.4458,7.443046423670882,2751.123378536564,262.70125244397434,5.0310715986958874e-05,0.8419801812429835
Pongalur,2028,11.0833,77.4458,7.452226917935412,2795.184962653216,262.9740832276133,6.507044328459227e-05,0.8504100588141515
Pongalur,2029,11.0833,77.4458,7.4490056791255315,2788.8134556781,262.3137316156277,7.636869198753861e-05,0.8500832041704168
Pongalur,2030,11.0833,77.4458,7.453721452233608,2766.110104562289,261.6367368949452,8.468158206095236e-05,0.8616328842158696
Pongalur,2031,11.0833,77.4458,7.451385712145966,2756.811099078007,259.0225952257023,8.136345480846301e-05,0.8870484583027772
Pongalur,2032,11.0833,77.4458,7.44960857567947,2722.0210805844863,261.83376660809876,8.593172172441832e-05,0.8717587600539717
Pongalur,2033,11.0833,77.4458,7.439146885043213,2713.592502473321,262.3033157751215,9.250602621459951e-05,0.8660682604867919
Pongalur,2034,11.0833,77.4458,7.438798214078371,2714.9785467894603,262.29692756646136,8.949690349164207e-05,0.8584358547477458
Pongalur,2035,11.0833,77.4458,7.4422715574255385,2724.253768808495,261.7077500982381,8.589107166650373e-05,0.852029411486446
Pongalur,2036,11.0833,77.4458,7.447656831959776,2734.2459458554204,260.77859835097837,8.205254741854386e-05,0.8462860191261189
Pongalur,2037,11.0833,77.4458,7.454082977663973,2747.2202682380275,259.62460924715947,8.24538200990218e-05,0.8454050418936597
Pongalur,2038,11.0833,77.4458,7.458671559427963,2755.355909636658,258.8116792115878,8.516150938530894e-05,0.8481282099452618
Pongalur,2039,11.0833,77.4458,7.460388610468002,2758.2171064163203,258.51570513882996,9.047550524222329e-05,0.8540225465450741
Pongalur,2040,11.0833,77.4458,7.458506536405591,2755.4181071935286,258.79469463854,9.696823588391528e-05,0.8605593704854779
Pongalur,2041,11.0833,77.4458,7.45407099797618,2748.618738741552,259.55044467362984,0.00010221844902082318,0.8644605243953225
Pongalur,2042,11.0833,77.4458,7.448760041718316,2741.1404196481853,260.3967475116738,0.00010553497060769947,0.8649039567789385
Pongalur,2043,11.0833,77.4458,7.444969136373667,2736.2247763989017,260.996672555797,0.00010573153343636623,0.8610837036679353
Pongalur,2044,11.0833,77.4458,7.444210721397414,2736.392534356766,261.07265618692514,0.00010317493211140839,0.854335600216361
Pongalur,2045,11.0833,77.4458,7.44698772929435,2742.3853096919,260.5471617984329,9.931110984092101e-05,0.8470383967732569
Pongalur,2046,11.0833,77.4458,7.452434766902693,2752.706648428096,259.5711672557029,9.626129431063125e-05,0.8418510205346983
Pongalur,2047,11.0833,77.4458,7.4586141185403685,2763.971598237714,258.4810138122185,9.571359724448009e-05,0.8404980167718393
Pongalur,2048,11.0833,77.4458,7.463360119507607,2772.693459959137,257.64098954495535,9.843774693901069e-05,0.8433766217757914
Pongalur,2049,11.0833,77.4458,7.4650552866157645,2776.339866284887,257.3166438597803,0.00010391312582730622,0.8492687305832683
Pongalur,2050,11.0833,77.4458,7.463257841528282,2774.30613740214,257.5808149549797,0.00011062003050128191,0.8557732715316791
Tiruppur,2025,11.1119,77.3344,7.437464681558622,2450.9038120937157,107.1384680354133,-3.3978365988266215e-05,0.3797442808706156
Tiruppur,2026,11.1119,77.3344,7.477588519893711,2493.6439986655096,107.82990159341131,-5.953226736479323e-05,0.37155245359063227
Tiruppur,2027,11.1119,77.3344,7.485622095765052,2547.3668854963366,103.79986760217736,-8.394981872453678e-05,0.33047394003269204
Tiruppur,2028,11.1119,77.3344,7.467949810077285,2490.7158784899016,108.4197481411559,1.4262505506228802e-05,0.3213268056631219
Tiruppur,2029,11.1119,77.3344,7.479954960048871,2539.527090152026,102.55200411986127,7.700999273318868e-05,0.35727348279932647
Tiruppur,2030,11.1119,77.3344,7.479544555803403,2536.6367770582688,102.1859324436341,8.837138689289843e-05,0.38599778305412336
Tiruppur,2031,11.1119,77.3344,7.471599158983511,2531.5948341922676,102.92590018917579,0.0001040286590003218,0.410982328486028
Tiruppur,2032,11.1119,77.3344,7.455746487827331,2556.291780349823,99.70515925847899,0.0001446015090614208,0.4090124220344997
Tiruppur,2033,11.1119,77.3344,7.465455401992362,2604.3420142188365,95.96901930922459,0.00012305728717075905,0.39638851663150365
Tiruppur,2034,11.1119,77.3344,7.464711248490806,2603.389232839811,95.98338863679757,0.00011849932867087902,0.3881411560275613
Tiruppur,2035,11.1119,77.3344,7.468290518766798,2608.995473585432,95.73889288501621,0.00011360328089525019,0.37989517943663687
Tiruppur,2036,11.1119,77.3344,7.473317204634114,2619.4373633467026,94.78944050946976,0.00011137509347459355,0.3738806817219834
Tiruppur,2037,11.1119,77.3344,7.479384314714045,2631.6363554399613,93.57581277653165,0.00011254510051909937,0.37295173499719103
Tiruppur,2038,11.1119,77.3344,7.484266925109372,2642.8830727072545,92.55229178915576,0.00011626634291022969,0.37776599693081725
Tiruppur,2039,11.1119,77.3344,7.485985142731338,2648.5408626230756,92.10010234611096,0.00012275592464547943,0.38511676648488635
Tiruppur,2040,11.1119,77.3344,7.484129112438616,2648.3216498818856,92.27437151154663,0.00013050039647603568,0.3924486235141108
Tiruppur,2041,11.1119,77.3344,7.479801833682817,2644.332393214091,92.87225026826621,0.00013710391923353528,0.3970469635394466
Tiruppur,2042,11.1119,77.3344,7.475060029826627,2638.5286524250077,93.63979795924328,0.000140554274943944,0.397436880561426
Tiruppur,2043,11.1119,77.3344,7.471245992644891,2633.3402823831316,94.24609129834522,0.00014067558973078714,0.39357688154666903
Tiruppur,2044,11.1119,77.3344,7.470474039380598,2633.2282739364086,94.34066337100336,0.00013812081614980587,0.38673087142218854
Tiruppur,2045,11.1119,77.3344,7.473261917760878,2639.2935016687497,93.82301375752166,0.00013436378458135418,0.3793833077580452
Tiruppur,2046,11.1119,77.3344,7.478752982033288,2649.821124919721,92.83404651575057,0.00013134841404086061,0.3742018467240621
Tiruppur,2047,11.1119,77.3344,7.484919104756951,2661.2888884799268,91.72563747936812,0.00013091353841708064,0.3729804380910232
Tiruppur,2048,11.1119,77.3344,7.489612584917326,2670.090028838205,90.87086951113181,0.000133795061200124,0.37596912344530276
Tiruppur,2049,11.1119,77.3344,7.491276405019398,2673.8258424333158,90.53204723294539,0.0001394174968795777,0.3819220888795388
Tiruppur,2050,11.1119,77.3344,7.4894951703374995,2671.994404666186,90.78550106970397,0.00014617863169767047,0.3884525978773231
Udumalpet,2025,10.5833,77.2472,7.617055724341012,531.9474023061564,22.272827827792028,6.50747131226198e-05,0.500598534655853
Udumalpet,2026,10.5833,77.2472,7.626338928389922,555.949194023925,15.985844395876981,6.816348201898602e-05,0.48989331295232963
Udumalpet,2027,10.5833,77.2472,7.6295372655520115,546.9753957806647,18.822205511810466,5.857680305559258e-05,0.49633959341886646
Udumalpet,2028,10.5833,77.2472,7.648125919241253,606.476842596139,16.495628377062488,6.445320387693163e-05,0.4900702582319786
Udumalpet,2029,10.5833,77.2472,7.653096839762783,624.0864083740971,16.541778733283223,7.524596375229036e-05,0.5029674765493778
Udumalpet,2030,10.5833,77.2472,7.637788724248438,602.5707688543866,17.851145072517724,8.181767749415115e-05,0.5109755168607162
Udumalpet,2031,10.5833,77.2472,7.628147571501689,571.8008084557703,20.16421151140098,7.770839733633149e-05,0.503461746799142
Udumalpet,2032,10.5833,77.2472,7.619950737402943,547.1131252207133,21.962413245386585,8.53798731851081e-05,0.4985258542817289
Udumalpet,2033,10.5833,77.2472,7.625720213947332,529.9595299655105,21.853938358326175,0.00010386109391694596,0.4859058091497723
Udumalpet,2034,10.5833,77.2472,7.62553147432899,531.070929366967,21.812779284844723,0.00010042585264377916,0.4789803273823974
Udumalpet,2035,10.5833,77.2472,7.6288020219283466,538.3955276697302,21.136932032787414,9.674063946788988e-05,0.4721740912455573
Udumalpet,2036,10.5833,77.2472,7.63458815245623,549.2567751837842,20.18595059291475,9.383708038497422e-05,0.4675334175601924
Udumalpet,2037,10.5833,77.2472,7.641264384265606,561.939415752088,19.070023239666583,9.363995401962314e-05,0.46608394505956036
Udumalpet,2038,10.5833,77.2472,7.645937643957547,570.2003153081127,18.350798145646493,9.602287323177375e-05,0.4688508119310626
Udumalpet,2039,10.5833,77.2472,7.647127842974294,572.020974920802,18.22482284739492,0.0001004051002175694,0.47397380874321804
Udumalpet,2040,10.5833,77.2472,7.64499533107159,568.5157654642396,18.61516295662217,0.00010626250203938606,0.4796848947507393
Udumalpet,2041,10.5833,77.2472,7.640494457856224,561.6537731592771,19.349710269403133,0.00011200117766283228,0.4837585504591957
Udumalpet,2042,10.5833,77.2472,7.635458271628753,554.1640902391948,20.176938933593632,0.00011542924956667842,0.4839923390196289
Udumalpet,2043,10.5833,77.2472,7.631693810777934,549.278172278576,20.778600764530026,0.0001156403122821785,0.48016452412291943
Udumalpet,2044,10.5833,77.2472,7.630967684784887,549.4912827855567,20.855690010814115,0.00011309383113350467,0.4733927265378527
Udumalpet,2045,10.5833,77.2472,7.633752212154707,555.4702777517698,20.329815911165966,0.00010926327630018538,0.46611516904705746
Udumalpet,2046,10.5833,77.2472,7.639177879603715,565.6496815581786,19.361207560272206,0.00010616165473277984,0.46089354484620343
Udumalpet,2047,10.5833,77.2472,7.645348318346692,576.8551217416682,18.28154885780482,0.00010553201910687372,0.4594949662016106
Udumalpet,2048,10.5833,77.2472,7.650087541567928,585.5449317357532,17.4515617736766,0.0001081627154794698,0.46231311300297445
Udumalpet,2049,10.5833,77.2472,7.651776829989436,589.1853994712446,17.129421892055788,0.0001136193677275186,0.468199573814966
Udumalpet,2050,10.5833,77.2472,7.649966047044793,587.130555348095,17.390637260623535,0.00012037042115350721,0.474736682956184
Uttukkuli,2025,11.2242,77.4186,7.420860315121849,1989.409580444046,125.69488188799926,-1.981524771519131e-05,0.5286409207015863
Uttukkuli,2026,11.2242,77.4186,7.415623304668243,1972.2850864930645,127.549695959186,-3.7764959521049014e-05,0.54633706942668
Uttukkuli,2027,11.2242,77.4186,7.412742871883727,1986.8350862763862,126.18712300133471,1.0375888083379806e-06,0.5331403496591094
Uttukkuli,2028,11.2242,77.4186,7.416190534657619,1996.8279753996605,126.67682177458678,1.4530050197743543e-05,0.5473336260821317
Uttukkuli,2029,11.2242,77.4186,7.423413895094312,2016.9969805957357,125.8884261570681,2.6051665496154954e-05,0.5417702547013625
Uttukkuli,2030,11.2242,77.4186,7.423622589021453,2011.8276277161358,126.28324916746126,2.4714345901090764e-05,0.5468584575576529
Uttukkuli,2031,11.2242,77.4186,7.4189122047966425,2005.4787146122826,126.36442139008113,3.3570846923468766e-05,0.5461077394323879
Uttukkuli,2032,11.2242,77.4186,7.4228373447770455,2018.0572492012666,127.72434883814876,1.1514479225344099e-05,0.5223437378595074
Uttukkuli,2033,11.2242,77.4186,7.421684572106797,2025.2641676272476,124.9303972681998,6.62867690456718e-06,0.5494243033587112
Uttukkuli,2034,11.2242,77.4186,7.421410662443446,2025.1213029626103,124.98351252361908,4.149454174597186e-06,0.5433883134868218
Uttukkuli,2035,11.2242,77.4186,7.4236483450542385,2030.5145454911299,124.6141863634094,1.0381457912079627e-06,0.5365516647660813
Uttukkuli,2036,11.2242,77.4186,7.428647292345862,2040.6711756981117,123.68567351391356,-9.724918717507035e-07,0.5302268419524181
Uttukkuli,2037,11.2242,77.4186,7.434453171541765,2051.531076679758,122.59328776117775,-9.078554446160462e-07,0.5294680210101341
Uttukkuli,2038,11.2242,77.4186,7.438907847213064,2060.01798478619,121.76857605219581,1.302173665934615e-06,0.5319961638381496
Uttukkuli,2039,11.2242,77.4186,7.440568456051118,2064.0981892679233,121.39744342872625,7.064420314351885e-06,0.5378147282361478
Uttukkuli,2040,11.2242,77.4186,7.438898840769346,2062.8244881328396,121.59456331626824,1.4120790483054075e-05,0.5442046549585899
Uttukkuli,2041,11.2242,77.4186,7.434804018673329,2057.484109086102,122.2484426462801,2.029228746466198e-05,0.5486547223568583
Uttukkuli,2042,11.2242,77.4186,7.429783588542273,2051.0199406491247,123.01329048296904,2.418161923812656e-05,0.5498929153061751
Uttukkuli,2043,11.2242,77.4186,7.425986961487046,2045.971108282054,123.62047823184889,2.441975264532055e-05,0.5461016883077339
Uttukkuli,2044,11.2242,77.4186,7.425173551496121,2045.910436045905,123.70793321966013,2.185383622816295e-05,0.5393024390516281
Uttukkuli,2045,11.2242,77.4186,7.427907775108425,2051.7821381340514,123.18591506849143,1.800187612676133e-05,0.5319667658587022
Uttukkuli,2046,11.2242,77.4186,7.433328454587223,2062.053934535579,122.21151880254091,1.4903463556983085e-05,0.5267710533838268
Uttukkuli,2047,11.2242,77.4186,7.439499901427466,2073.372950399586,121.1179949663786,1.4323241028898126e-05,0.525427912836752
Uttukkuli,2048,11.2242,77.4186,7.444254299764969,2082.2241056522585,120.2700126080714,1.7078611457717373e-05,0.5283432230002973
Uttukkuli,2049,11.2242,77.4186,7.445962872399325,2086.0031027305695,119.9373157556049,2.2631124140915166e-05,0.5342767737666627
Uttukkuli,2050,11.2242,77.4186,7.444173362932868,2084.0635589406547,120.19592818134952,2.9416329760824757e-05,0.5408219800572303
Vellakoil,2025,10.9444,77.7153,7.71228088975977,2229.8995633213954,41.85139979769251,-9.442057535000875e-05,0.7285336997950398
Vellakoil,2026,10.9444,77.7153,7.730761243951316,2343.280227157517,31.437636671899497,-3.215742151140835e-05,0.6497957186725094
Vellakoil,2027,10.9444,77.7153,7.681505530434878,2230.1370682900683,35.37837633953002,-7.446176681742971e-05,0.6846320300584487
Vellakoil,2028,10.9444,77.7153,7.738148019605341,2404.541743108671,26.994116949781443,-8.652292520234866e-06,0.6827672301207794
Vellakoil,2029,10.9444,77.7153,7.750078048293734,2440.13862745688,26.950479912530554,3.935080414334963e-06,0.6859208399795657
Vellakoil,2030,10.9444,77.7153,7.757911657036212,2456.6671723993563,26.821043547632627,1.4307830934792622e-05,0.6749857454382199
Vellakoil,2031,10.9444,77.7153,7.758764541428207,2467.524796375992,27.203075459256155,1.7876595810441785e-05,0.6729212308678101
Vellakoil,2032,10.9444,77.7153,7.736973769881348,2421.3134031988957,25.41912559489063,3.6016198350663194e-05,0.7140846412097566
Vellakoil,2033,10.9444,77.7153,7.735162291409446,2425.335677200657,25.413992327075363,2.861086208076906e-05,0.7178716870734657
Vellakoil,2034,10.9444,77.7153,7.733929433835049,2424.007018731106,25.652757324091198,2.6030827037416002e-05,0.7087743473359308
Vellakoil,2035,10.9444,77.7153,7.736709563279595,2432.1318156619,25.02324296114523,2.3151048874981437e-05,0.6990031507992424
Vellakoil,2036,10.9444,77.7153,7.740861614338334,2441.9727217669097,23.866289311050082,2.0079472050749505e-05,0.6955735191738869
Vellakoil,2037,10.9444,77.7153,7.7487599146841015,2459.8664911572437,22.831098949176635,1.99643346748045e-05,0.6930646076015926
Vellakoil,2038,10.9444,77.7153,7.754138258962587,2470.3850119279705,21.934294207265793,2.294903385560731e-05,0.6955481174874815
Vellakoil,2039,10.9444,77.7153,7.756248001869984,2475.07956806428,21.5348317884976,2.873299631519859e-05,0.7012943336065515
Vellakoil,2040,10.9444,77.7153,7.754457006583993,2473.5510674348766,21.736957000269086,3.569004954573026e-05,0.7084965338323337
Vellakoil,2041,10.9444,77.7153,7.749872748508813,2467.580886213452,22.393280163471758,4.184220687642988e-05,0.7139798701932711
Vellakoil,2042,10.9444,77.7153,7.744680094048423,2460.275269577041,23.230697502438858,4.551705579737119e-05,0.7146280348599834
Vellakoil,2043,10.9444,77.7153,7.740815643542077,2455.1809196519253,23.835854191178356,4.576546976310051e-05,0.71072934270447
Vellakoil,2044,10.9444,77.7153,7.739996082374217,2455.256843370034,23.908836308318968,4.326196365343369e-05,0.7039242676494107
Vellakoil,2045,10.9444,77.7153,7.7427478588051875,2461.3304012722297,23.37483127772461,3.9472782689924514e-05,0.6966837691971471
Vellakoil,2046,10.9444,77.7153,7.748230498156096,2471.8289393354435,22.394650622425587,3.643516368798745e-05,0.6914541010567247
Vellakoil,2047,10.9444,77.7153,7.75444256211793,2483.281855183158,21.294459294955374,3.588940828765639e-05,0.6901226464290574
Vellakoil,2048,10.9444,77.7153,7.759211197479716,2492.1645910665625,20.44628385489287,3.8621878952188994e-05,0.693046920170923
Vellakoil,2049,10.9444,77.7153,7.760917805165436,2495.9267106430384,20.118450653763944,4.4142266136167844e-05,0.6989887943342017
Vellakoil,2050,10.9444,77.7153,7.759119163257463,2493.9484383039767,20.383567552793465,5.089797326908235e-05,0.7055187959357461
